GCID,Category Name
clothes_market,Kledingmarkt
clothing_alteration_service,Kledingreparatie
clothing_store,Kledingwinkel
clothing_supplier,Kledingleverancier
clothing_wholesale_market_place,Markt voor kledinggroothandel
clothing_wholesaler,Kledinggroothandel
club,Club
cng_fittment_center,CNG-montagecentrum
cng_station,CNG-tankstation
coaching_center,Coachingscentrum
coal_exporter,Kolenexporteur
coal_supplier,Kolenleverancier
coalfield,Kolenveld
coast_guard_station,Kustwachtstation
cocktail_bar,Cocktailbar
coed_school,Gemengde school
coffee_machine_supplier,Koffiemachineleverancier
coffee_roasters,Koffiebranders
coffee_shop,Koffiebar
coffee_stand,Koffiestand
coffee_store,Koffiewinkel
coffee_vending_machine,Koffieautomaat
coffee_wholesaler,Koffiegroothandel
coffin_supplier,Leverancier van lijkkisten
coin_dealer,Muntenhandelaar
coin_operated_laundry_equipment_supplier,Leverancier van wasseretteapparatuur
coin_operated_locker,Betaald kluisje
cold_cut_store,Delicatessenwinkel
cold_noodle_restaurant,Restaurant voor koude noedelgerechten
cold_storage_facility,Gekoelde opslag
collectibles_store,Verzamelaarswinkel
college,Hoger onderwijs
college_of_agriculture,Landbouwschool
colombian_restaurant,Colombiaans restaurant
combined_primary_and_secondary_school,Gecombineerde basisschool en middelbare school
comedy_club,Comedyclub
comic_book_store,Stripboekwinkel
comic_cafe,Mangacafé
commercial_agent,Handelsagent
commercial_printer,Commerciële drukkerij
commercial_real_estate_agency,Kantoorvastgoedbedrijf
commercial_real_estate_inspector,Inspecteur commercieel vastgoed
commercial_refrigerator_supplier,Leverancier van bedrijfskoelkasten
community_center,Buurthuis
community_college,Openbaar cursuscentrum
community_garden,Gemeenschapstuin
community_health_center,Gemeenschappelijk gezondheidscentrum
community_school,Gemeenschapsschool
company_registry,Ondernemingsregistratiebureau
comprehensive_secondary_school,Gesamtschule
computer_accessories_store,Computeronderdelenwinkel
computer_club,Computerclub
computer_consultant,IT-consultancy
computer_hardware_manufacturer,Computerhardwarefabrikant
computer_networking_center,Computernetwerkservice
computer_repair_service,Computerreparatie
computer_security_service,Computerbeveiligingsservice
computer_service,Computerservice
computer_software_store,Softwarewinkel
computer_store,Computerwinkel
computer_support_and_services,Computerondersteuning en -services
computer_training_school,Computeronderwijs
computer_wholesaler,Computergroothandel
concert_hall,Concertzaal
concrete_contractor,Betoncentrale
concrete_factory,Betonfabrikant
concrete_metal_framework_supplier,Leverancier van betonbewapening
concrete_product_supplier,Betonleverancier
condiments_supplier,Condimentenleverancier
condominium_rental_agency,Verhuurbedrijf voor koopflats
confectionery,Banketbakkerij
confectionery_wholesaler,Banketbakkersgroothandel
conference_center,Congrescentrum
congregation,Gemeente
conservative_club,Vereniging voor conservatief gedachtegoed
conservative_synagogue,Conservatieve synagoge
conservatory_of_music,Conservatorium
consignment_shop,Consignatieverkoopwinkel
construction_equipment_supplier,Leverancier van bouwmachines
construction_machine_dealer,Bouwapparatuurbedrijf
construction_machine_rental_service,Verhuurbedrijf van bouwmachines
construction_material_wholesaler,Bouwmaterialengroothandel
consultant,Consultant
consumer_advice_center,Consumentenadviescentrum
contact_lenses_supplier,Leverancier van contactlenzen
container_service,Containerservice
container_supplier,Containerleverancier
container_terminal,Containerterminal
contemporary_louisiana_restaurant,Modern Louisiana-restaurant
continental_restaurant,Continentaal-Europees restaurant
contractor,Aannemer
convenience_store,Buurtsuper
convention_center,Conferentiecentrum
conveyancer,Notaris
cookie_shop,Koekjeswinkel
cooking_class,Kookles
cooking_school,Kookschool
cooling_plant,Koelinstallatie
cooperative_bank,Coöperatieve bank
copier_repair_service,Reparatieservice voor kopieerapparaten
copper_supplier,Koperleverancier
coppersmith,Koperslager
copy_shop,Kopieerwinkel
copying_supply_store,Winkel voor kopieerbenodigdheden
copywriting_service,Copywritingservice
corporate_campus,Bedrijfscampus
corporate_office,Hoofdkantoor
cosmetic_dentist,Cosmetische tandarts
cosmetic_products_manufacturer,Cosmeticafabrikant
cosmetic_surgeon,Cosmetisch chirurg
cosmetics_industry,Cosmeticabranche
cosmetics_wholesaler,Cosmeticagroothandel
cosplay_cafe,Cosplay-café
cost_accounting_service,Bedrijfsadministratieservice
costa_rican_restaurant,Costa Ricaans restaurant
costume_jewelry_shop,Winkel voor namaaksieraden
costume_rental_service,Kledingverhuur
costume_store,Kostuumwinkel
cottage,Cottage
cottage_rental,Cottageverhuurder
cotton_exporter,Katoenexporteur
cotton_mill,Katoenfabriek
cotton_supplier,Katoenleverancier
council,Raad
counselor,Coach
countertop_contractor,Aannemer voor werkbladen
countertop_store,Aanrechtwinkel
country_club,Countryclub
country_food_restaurant,Restaurant met plattelandsgerechten
country_house,Landhuis
country_park,Natuurpark
county_government_office,Districtsraadkantoor
courier_service,Koeriersbedrijf
court_executive_officer,Griffier
court_reporter,Rechtbankstenograaf
couscous_restaurant,Couscousrestaurant
coworking_space,Gedeelde werkplek
crab_dish_restaurant,Krab restaurant
craft_store,Knutselwinkel
cramming_school,Huiswerkinstituut
crane_dealer,Verkoper van bouwkranen
crane_rental_agency,Kraanverhuurbedrijf
crane_service,Hijskraanservice
craniosacral_therapy,Craniosacraal therapie
credit_counseling_service,Kredietadvies
credit_reporting_agency,Kredietinformatiebureau
credit_union,Gemeenschapsbank
cremation_service,Crematorium
creole_restaurant,Creools restaurant
creperie,Crêperie
cricket_club,Cricketclub
cricket_ground,Cricketveld
cricket_shop,Cricketwinkel
crime_victim_service,Slachtofferhulp
criminal_law_attorney,Strafrechtadvocaat
croatian_restaurant,Kroatisch restaurant
croquet_club,Croquetclub
cruise_agency,Cruiseorganisator
cruise_line,Cruisemaatschappij
cruise_terminal,Cruiseterminal
crushed_stone_supplier,Steenslagleverancier
crypto_atm,Cryptogeldautomaat
cuban_restaurant,Cubaans restaurant
cultural_association,Cultuurcentrum
cultural_center,Cultureel centrum
cultural_landmark,Cultureel monument
cupcake_shop,Cupcakewinkel
cupra_dealer,Cupra-dealer
cured_ham_bar,Bar waar rauwe ham wordt geserveerd
cured_ham_store,Winkel voor rauwe ham
cured_ham_warehouse,Magazijn voor rauwe ham
curling_club,Curlingclub
curling_hall,Curlinghal
currency_exchange_service,Geldwisselkantoor
curtain_store,Gordijnwinkel
curtain_supplier_and_maker,Gordijnleverancier en -fabrikant
custom_confiscated_goods_store,Winkel voor geconfisqueerde goederen
custom_home_builder,Bouwer van huizen op maat
custom_label_printer,Labelprinter
custom_t_shirt_store,Winkel voor zelfontworpen T-shirts
custom_tailor,Kleermaker
customs_broker,Douane-expediteur
customs_consultant,Douaneadviseur
customs_office,Douanekantoor
customs_warehouse,Douane-entrepot
cutlery_store,Bestekwinkel
cycle_rickshaw_stand,Fietstaxistandplaats
cycling_park,Fietspark
czech_restaurant,Tsjechisch restaurant
dacia_dealer,Dacia dealer
daihatsu_dealer,Daihatsu-dealer
dairy,Zuivel
dairy_farm,Melkveebedrijf
dairy_farm_equipment_supplier,Leverancier van melkveehoudersbenodigdheden
dairy_store,Zuivelhandel
dairy_supplier,Zuivelgroothandel
dan_dan_noodle_restaurant,Restaurant voor dandan-noedels
dance_club,Dansclub
dance_company,Dansgezelschap
dance_hall,Danszaal
dance_pavillion,Danspaviljoen
dance_restaurant,Dansrestaurant
dance_school,Dansschool
dance_store,Danswinkel
danish_restaurant,Deens restaurant
dart_bar,Dartsbar
dart_supply_store,Dartswinkel
data_center,Datacenter
data_entry_service,Gegevensinvoerdienst
data_recovery_service,Gegevensherstelservice
database_management_company,Databasebeheerbedrijf
dating_service,Relatiebureau
day_spa,Dagspa
day_use_onsen,Onsen voor daggebruik
deaf_church,Dovenkerk
deaf_service,Dienstverlening aan doven
dealer_of_fiat_professional,Fiat Professional dealer
debris_removal_service,Puinruimingsdienst
debt_collecting,Incassobureau
decal_supplier,Leverancier van stickers
deck_builder,Bouwer van veranda's
delivery_chinese_restaurant,Chinees bezorgrestaurant
demolition_contractor,Sloopaannemer
denim_wear_store,Spijkerbroekenwinkel
dental_clinic,Tandartspraktijk
dental_hygienist,mondhygiënist
dental_implants_periodontist,Parodontoloog voor implantaten
dental_implants_provider,Aanbieder van tandimplantaten
dental_insurance_agency,Tussenpersoon voor tandartsverzekering
dental_lab,Tandtechnisch laboratorium
dental_radiology,Tandheelkundige radiologie
dental_school,Tandheelkundige opleiding
dental_supply_store,Winkel voor tandheelkundige benodigdheden
dentist,Tandarts
denture_care_center,Gebitsprothesecentrum
department_of_motor_vehicles,CBR/RDW
department_of_public_safety,Ministerie van Openbare orde
department_of_social_services,Ministerie van Sociale zaken
department_of_transportation,Ministerie van Verkeer
department_store,Warenhuis
dermatologist,Dermatoloog
desalination_plant,Ontziltingsinstallatie
design_agency,Ontwerpbureau
design_engineer,Ontwerpingenieur
design_institute,Ontwerpinstituut
desktop_publishing_service,DTP-service
dessert_buffet,Buffet met zoetigheden en desserts
dessert_restaurant,Dessertrestaurant
detention_center,Detentiecentrum
dhaba,Dhaba
diabetes_center,Diabetescentrum
diabetes_equipment_supplier,Leverancier van apparatuur voor diabetes
diabetologist,Diabetoloog
diagnostic_center,Diagnosecentrum
dialysis_center,Dialysecentrum
diamond_buyer,Diamantopkoper
diamond_dealer,Diamanthandelaar
diaper_service,Luierservice
diesel_engine_dealer,Verkoper van dieselmotoren
diesel_engine_repair_service,Reparatieservice voor dieselmotoren
diesel_fuel_supplier,Dieselleverancier
dietitian,Diëtist
digital_printer,Digitale drukker
digital_printing_service,Digitale drukkerij
dim_sum_restaurant,Dimsumrestaurant
diner,Eetcafé
dinner_theater,Dinertheater
direct_mail_advertising,Bureau voor adverteren via direct mail
dirt_supplier,Grondleverancier
disability_equipment_supplier,Leverancier van assistieve hulpmiddelen
disability_services_and_support_organization,Organisatie voor gehandicaptenservices en -ondersteuning
disabled_sports_center,Adaptief sportcentrum
disc_golf_course,Frisbeegolfbaan
disciples_of_christ_church,Kerk van de Disciples of Christ
disco,Discotheek
discount_store,Prijsvechter
discount_supermarket,Discountsupermarkt
display_home_center,Centrum voor modelwoningen
display_stand_manufacturer,Fabrikant van displaystandaards
disposable_tableware_supplier,Leverancier van wegwerpservies
distance_learning_center,Centrum voor leren op afstand
distillery,Distilleerderij
distribution_service,Distributieservice
district_attorney,Officier van justitie
district_government_office,Lokaal overheidskantoor
district_justice,Arrondissementsrechtbank
district_office,Districtskantoor
dive_club,Duikclub
dive_shop,Duikwinkel
diving_center,Duikcentrum
diving_service,Beroepsduiker
divorce_attorney,Echtscheidingsadvocaat
divorce_service,Echtscheidingswinkel
dj,Dj
dj_supply_store,Winkel voor dj-benodigdheden
do_it_yourself_store,Doe-het-zelfzaak
dock_builder,Bouwer van aanlegsteigers
doctor,Arts
dodge_dealer,Dodge-dealer
dog_breeder,Hondenfokker
dog_cafe,Hondencafé
dog_day_care_center,Dagopvang voor honden
dog_park,Hondenpark
dog_trainer,Hondentrainer
dog_walker,Hondenuitlaatservice
dogsled_ride_service,Hondensleetochtenservice
dojo_restaurant,Dojo-restaurant
doll_restoration_service,Restaurateur van poppen
doll_store,Poppenwinkel
dollar_store,Eurowinkel
domestic_abuse_treatment_center,Opvangcentrum huiselijk geweld
domestic_airport,Vliegveld voor binnenlandse vluchten
dominican_restaurant,Dominicaans restaurant
donations_center,Donatiecentrum
doner_kebab_restaurant,Döner kebab-restaurant
donut_shop,Donutwinkel
door_manufacturer,Deurenfabrikant
door_shop,Deurenwinkel
door_supplier,Deurenleverancier
door_warehouse,Opslagmagazijn voor deuren
double_glazing_supplier,Glaszettersbedrijf voor dubbelglas
doula,Doula
drafting_service,Ontwerpservice
drainage_service,Afvoerservice
drama_school,Theaterschool
drawing_lessons,Tekenlessen
dress_and_tuxedo_rental_service,Verhuurbedrijf van avondkleding
dress_shop,Jurkenboetiek
dressmaker,Naaister
dried_flower_shop,Droogbloemenwinkel
dried_seafood_store,Winkel voor gedroogde zeevruchten
drilling_contractor,Aannemer voor boren
drilling_equipment_supplier,Leverancier van boorapparatuur
drinking_water_fountain,Drinkfonteintje
drive_in_movie_theater,Drive-inbioscoop
drivers_license_office,Rijbewijsbureau
drivers_license_training_school,Autorijschool
driveshaft_shop,Aandrijfassen
driving_school,Rijschool
driving_test_centre,Rijexamencentrum
drone_service,Droneservice
drone_shop,Dronewinkel
drug_testing_service,Testservice voor drugs
drugstore,Drogisterij
drum_school,Drumschool
drum_store,Drumwinkel
dry_cleaner,Stomerij
dry_fruit_store,Winkel voor gedroogd fruit
dry_ice_supplier,Leverancier van droog ijs
dry_wall_contractor,Aannemer voor gipsplaten
dry_wall_supply_store,Winkel voor gipsplaatbenodigdheden
dryer_vent_cleaning_service,Luchtkanaalreinigingsdienst voor wasdrogers
ds_automobiles_dealer,DS Automobiles-dealer
ducati_dealer,Ducati-dealer
dude_ranch,Vakantieboerderij
dump_truck_dealer,Kiepwagendealer
dumpling_restaurant,Dumplingrestaurant
dumpster_rental_service,Containerverhuurservice
durum_restaurant,Dürüm restaurant
dutch_restaurant,Nederlands restaurant
duty_free_store,Belastingvrije winkel
dvd_store,Dvd-winkel
dye_store,Kleurstoffenwinkel
dyeworks,Kleurstoffenfabriek
dynamometer_supplier,Leverancier van dynamometers
e_commerce_agency,E-commercebureau
e_commerce_service,E-commerceservice
ear_piercing_service,Piercingshop
earth_works_company,Grondverzet
east_african_restaurant,Oost-Afrikaans restaurant
east_javanese_restaurant,Oost-Javaans restaurant
eastern_european_grocery_store,Oost-Europese supermarkt
eastern_european_restaurant,Oost-Europees restaurant
eastern_orthodox_church,Oosters-orthodoxe kerk
eating_disorder_treatment_center,Kliniek voor eetstoornissen
eclectic_restaurant,Eclectisch restaurant
ecological_park,Ecologisch park
ecologists_association,Vereniging van ecologen
economic_consultant,Economieconsultant
ecuadorian_restaurant,Ecuadoriaans restaurant
education_center,Onderwijscentrum
educational_consultant,Onderwijsadviseur
educational_institution,Onderwijsinstelling
educational_supply_store,Winkel voor onderwijsbenodigdheden
educational_testing_service,Educatieve testservice
egg_supplier,Eierboer
egyptian_restaurant,Egyptisch restaurant
elder_law_attorney,Advocaat voor ouderen
electric_bicycle_store,Winkel voor elektrische fietsen
electric_motor_repair_shop,Elektromotorenreparatie
electric_motor_scooter_dealer,Elektrische scooterdealer
electric_motor_store,Winkel voor elektromotoren
electric_motor_vehicle_dealer,Bedrijf voor verkoop en/of lease van elektrische voertuigen
electric_motorcycle_dealer,Elektrische motordealer
electric_utility_company,Elektriciteitsbedrijf
electric_vehicle_charging_station,Laadstation voor elektrische voertuigen
electric_vehicle_charging_station_contractor,Leverancier van laadstations voor elektrische voertuigen
electrical_appliance_wholesaler,Groothandelaar voor elektrische apparatuur
electrical_engineer,Elektrotechnisch ingenieur
electrical_equipment_supplier,Elektronicaleverancier
electrical_installation_service,Elektrotechnisch installatiebedrijf
electrical_repair_shop,Electronicareparatiewinkel
electrical_substation,Onderstation
electrical_supply_store,Winkel voor elektrische apparatuur
electrical_wholesaler,Groothandel in elektrische producten
electrician,Elektricien
electrolysis_hair_removal_service,Ontharing met elektrolyse
electronic_engineer,Engineeringbedrijf in elektrotechniek
electronic_parts_supplier,Leverancier van elektronische onderdelen
electronics_accessories_wholesaler,Groothandel in elektronica-accessoires
electronics_company,Elektronicafabrikant
electronics_hire_shop,Verhuurbedrijf van elektronica
electronics_repair_shop,Elektronicareparatiewerkplaats
electronics_store,Elektronicawinkel
electronics_vending_machine,Verkoopautomaat voor elektronica
electronics_wholesaler,Elektrogroothandel
elementary_school,Basisschool
elevator_manufacturer,Liftenfabrikant
elevator_service,Liftenservice
embassy,Ambassade
embossing_service,Preegservice
embroidery_service,Borduurapplicatieservice
embroidery_shop,Borduurwinkel
emdr_psychotherapist,EMDR-psychotherapeut
emergency_call_station,Praatpaal
emergency_care_physician,SEH-arts
emergency_care_service,Hulpdienst voor noodgevallen
emergency_dental_service,Tandarts voor noodgevallen
emergency_locksmith_service,Slotenmaker met 24-uursservice
emergency_room,Spoedeisende Eerste Hulp
emergency_training,Hulpverleningstraining
emergency_veterinarian_service,Spoeddierenarts
employment_agency,Uitzendbureau
employment_attorney,Arbeidsrechtadvocaat
employment_center,Arbeidsbureau
employment_consultant,Arbeidsbemiddelaar
endocrinologist,Endocrinoloog
endodontist,Endodontist
endoscopist,Endoscopist
energy_equipment_and_solutions,Energieopwekkingsapparatuur en -oplossingen
energy_supplier,Energieleverancier
engine_rebuilding_service,Motorenrevisie
engineer,Ingenieur
engineering_consultant,Ingenieursbureau
engineering_school,Ingenieursschool
english_language_camp,Taalkamp Engels
english_language_school,Taalopleiding Engels
english_restaurant,Engels restaurant
engraver,Graveur
entertainer,Entertainer
entertainment_agency,Impresario
envelope_supplier,Leverancier van enveloppen
environment_office,Milieu-instantie
environment_renewable_natural_resources,Instituut voor milieu en duurzame energiebronnen
environmental_attorney,Milieurechtadvocaat
environmental_consultant,Milieuadviseur
environmental_engineer,Milieutechnicus
environmental_health_service,Adviesbureau voor milieu en gezondheid
environmental_organization,Milieuorganisatie
environmental_protection_organization,Milieubeschermingsorganisatie
episcopal_church,Episcopal Church
equestrian_club,Paardrijclub
equestrian_facility,Ruitersportcentrum
equestrian_store,Paardrijwinkel
equipment_exporter,Apparatuurexporteur
equipment_importer,Importeur van apparatuur
equipment_rental_agency,Verhuurbedrijf voor apparatuur
equipment_supplier,Leverancier van apparatuur
eritrean_restaurant,Eritrees restaurant
erotic_massage,Erotische massage
escape_room_center,Escaperoomcentrum
escrow_service,Borgservice
espresso_bar,Espressobar
estate_appraiser,Vastgoedtaxateur
estate_liquidator,Vereffenaar vastgoed
estate_litigation_attorney,Erfrechtadvocaat
estate_planning_attorney,Nalatenschapadvocaat
ethiopian_restaurant,Ethiopisch restaurant
ethnographic_museum,Etnografisch museum
european_grocery_store,Europese supermarkt
european_restaurant,Europees restaurant
evangelical_church,Evangelische kerk
evening_school,Avondschool
event_management_company,Evenementenmanagementbedrijf
event_planner,Evenementenbureau
event_technology_service,Technologische services voor evenementen
event_ticket_seller,Kaartverkoper voor evenementen
event_venue,Evenementenlocatie
excavating_contractor,Aannemer voor graafwerkzaamheden
executive_search_firm,Headhuntersbureau
executive_suite_rental_agency,Verhuurbedrijf voor executive suites
executor,Executeur-testamentair
exhibit,Tentoongesteld stuk
exhibition_and_trade_center,Beurs- en conferentiecentrum
exhibition_planner,Organisator van tentoonstellingen
exporter,Exportbedrijf
extended_stay_hotel,Hotel voor langdurig verblijf
extremadurian_restaurant,Extremadurees restaurant
eye_care_center,Oogheelkundig centrum
eyebrow_bar,Wenkbrauwbar
eyelash_salon,Wimpersalon
fabric_product_manufacturer,Textielproductenfabrikant
fabric_store,Stoffenwinkel
fabric_wholesaler,Groothandel in stoffen
fabrication_engineer,Fabricage-ingenieur
facial_spa,Gezichtsbehandelingsspa
factory_equipment_supplier,Leverancier van fabrieksapparatuur
faculty_of_law,Rechtenfaculteit
faculty_of_pharmacy,Faculteit farmacie
faculty_of_science,Wetenschapsfaculteit
fairground,Kermisterrein
falafel_restaurant,Falafelrestaurant
family_counselor,Gezinstherapie
family_day_care_service,Kinderdagopvang
family_law_attorney,Familierechtadvocaat
family_planning_center,Centrum voor geboortebeperking
family_planning_counselor,Gezinsplanningsadviseur
family_practice_physician,Huisarts
family_restaurant,Familierestaurant
family_service_center,Centrum voor gezinswelzijn
farm,Boerderij
farm_equipment_repair_service,Reparatieservice voor landbouwmachines
farm_equipment_supplier,Leverancier van landbouwmachines
farm_household_tour,Boerderijrondleiding
farm_shop,Landbouwhuis
farmers_market,Boerenmarkt
farmstay,Boerderijverblijf
farrier_service,Hoefsmid
fashion_accessories_store,Winkel in modeaccessoires
fashion_design_school,Opleiding tot modeontwerper
fashion_designer,Modeontwerper
fast_food_restaurant,Snackbar
fastener_supplier,Leverancier van bevestigingsmiddelen
favela,Favela
fax_service,Faxservice
federal_agency_for_technical_relief,Federaal bureau voor technische ondersteuning
federal_credit_union,Kredietvereniging
federal_government_office,Kantoor van lokale/provinciale overheid
federal_police,Federale politie
feed_manufacturer,Diervoederfabrikant
feed_store,Veevoerhandel
felt_boots_store,Bontlaarzenwinkel
fence_contractor,Aannemer voor hekken
fence_supply_store,Winkel voor hekwerkbenodigdheden
fencing_salon,Schermschool
feng_shui_consultant,Feng Shui-adviseur
feng_shui_shop,Feng Shui-winkel
ferrari_dealer,Ferrari-dealer
ferris_wheel,Reuzenrad
ferry_service,Veerdienst
fertility_clinic,Vruchtbaarheidskliniek
fertility_physician,Vruchtbaarheidsarts
fertilizer_supplier,Kunstmestleverancier
festival,Festival
festival_hall,Partycentrum
fiat_dealer,Fiat-dealer
fiber_optic_products_supplier,Leverancier van glasvezelproducten
fiberglass_repair_service,Reparatieservice voor glasvezel
fiberglass_supplier,Glasvezelleverancier
figurine_shop,Beeldjeswinkel
filipino_grocery_store,Filipijnse supermarkt
filipino_restaurant,Filippijns restaurant
film_and_photograph_library,Film- en fotografiebibliotheek
film_production_company,Filmproductiebedrijf
filtration_plant,Zuiveringsinstallatie
finance_broker,Financieel makelaar
financial_advisor,Financieel adviseur
financial_audit,Financieel auditor
financial_institution,Financiële instelling
financial_planner,Financieel planner
fine_dining_restaurant,Haute-cuisinerestaurant
fingerprinting_service,Service voor vingerafdrukken
finishing_materials_supplier,Leverancier van afwerkingsmaterialen
finnish_restaurant,Fins restaurant
fire_alarm_supplier,Leverancier van brandalarmen
fire_damage_restoration_service,Herstelbedrijf brandschade
fire_fighters_academy,Brandweeropleiding
fire_protection_consultant,Adviseur brandveiligheid
fire_protection_equipment_supplier,Brandbeveiliging
fire_protection_service,Brandweerdienst
fire_protection_system_supplier,Leverancier van brandveiligheidssystemen
fire_station,Brandweer
firearms_academy,Vuurwapenschool
fireplace_manufacturer,Haardenfabrikant
fireplace_store,Winkel voor open haarden/kachels
firewood_supplier,Brandhoutleverancier
fireworks_store,Vuurwerkwinkel
fireworks_supplier,Vuurwerkleverancier
first_aid,EHBO-post
fish_and_chips_restaurant,Fish & chips-restaurant
fish_and_chips_takeaway,Fish-and-chipstakeaway
fish_farm,Viskwekerij
fish_processing,Visverwerking
fish_restaurant,Visrestaurant
fish_spa,Vissenspa
fish_store,Viswinkel
fishing_camp,Viskamp
fishing_charter,Visbootverhuur
fishing_club,Hengelclub
fishing_pier,Vispier
fishing_pond,Visvijver
fishing_store,Winkel voor visbenodigdheden
fitness_center,Fitnessruimte
fitness_equipment_store,Fitnesswinkel
fitness_equipment_wholesaler,Groothandel in fitnessapparatuur
fitted_furniture_supplier,Leverancier van inbouwmeubilair
fixed_base_operator,Fixed base operator
flag_store,Vlaggenwinkel
flamenco_dance_store,Winkel voor flamencodansen
flamenco_school,Flamencoschool
flamenco_theater,Flamencotheater
flavours_fragrances_and_aroma_supplier,Leverancier van geuren en aroma's
flea_market,Vlooienmarkt
flight_school,Vliegschool
floating_market,Drijvende markt
floor_refinishing_service,Vloerafwerkingsbedrijf
floor_sanding_and_polishing_service,Schuur- en polijstservice voor vloeren
flooring_contractor,Vloerenlegger
flooring_store,Vloerenwinkel
floridian_restaurant,Florida-restaurant
florist,Bloemist
flour_mill,Meelfabriek
flower_delivery,Bloemenbezorgbedrijf
flower_designer,Bloembinder
flower_market,Bloemenmarkt
fmcg_goods_wholesaler,FMCG-groothandel
foam_rubber_producer,Producent van schuimrubber
foam_rubber_supplier,Leverancier van schuimrubber
folk_high_school,Volksuniversiteit
fondue_restaurant,Fonduerestaurant
food_and_beverage_consultant,Adviesbureau voor eten en drinken
food_and_beverage_exporter,Exporteur van voeding en dranken
food_bank,Voedselbank
food_broker,Voedselmakelaar
food_court,Foodcourt
food_machinery_supplier,Leverancier van voedselverwerkende machines
food_manufacturer,Voedselfabrikant
food_processing_company,Voedselverwerkingsbedrijf
food_processing_equipment,Apparatuur voor voedselverwerking
food_producer,Voedselproducent
food_products_supplier,Leverancier van voedselproducten
food_seasoning_manufacturer,Fabrikant van culinaire smaakmakers
foot_bath,Voetenbad
foot_care,Voetverzorging
foot_massage_parlor,Voetmassagesalon
football_club,Club voor Australisch football
football_field,Veld voor American football
ford_dealer,Ford-dealer
foreclosure_service,Executie van hypotheken
foreign_consulate,Buitenlands consulaat
foreign_exchange_students_organization,Organisatie voor buitenlandse uitwisselingsstudenten
foreign_languages_program_school,School voor vreemde talen
foreign_trade_consultant,Adviseur internationale handel
foreman_builders_association,Bouworganisatie voor voormannen
forensic_consultant,Forensisch adviseur
forestry_service,Bosbouw
forklift_dealer,Heftruckdealer
forklift_rental_service,Heftruckverhuurbedrijf
formal_clothing_store,Galakledingwinkel
fortress,Vesting
fortune_telling_services,Waarzeggerij
foster_care_service,Pleegzorg
foundation,Stichting
foundry,Gieterij
fountain_contractor,Aannemer voor fonteinen
foursquare_church,Foursquare Church
franconian_restaurant,Frankisch restaurant
fraternal_organization,Broederlijke organisatie
free_clinic,Gratis kliniek
free_parking_lot,Gratis parkeerplaats
freestyle_wrestling,Freestyleworstelen
freight_forwarding_service,Expediteur
french_language_school,Frans taleninstituut
french_restaurant,Frans restaurant
french_steakhouse_restaurant,Frans steakhouse restaurant
fresh_food_market,Versmarkt
fried_chicken_takeaway,Afhaalrestaurant voor gefrituurde kip
friends_church,Friends Church (quakers)
frituur,Frituur
frozen_dessert_supplier,Leverancier van diepvriesnagerechten
frozen_food_manufacturer,Fabrikant van diepgevroren levensmiddelen
frozen_food_store,Diepvriesproductenwinkel
frozen_yogurt_shop,Yoghurtijssalon
fruit_and_vegetable_processing,Verwerking van groenten en fruit
fruit_and_vegetable_store,Fruit- en groentewinkel
fruit_and_vegetable_wholesaler,Groothandel in groenten en fruit
fruit_parlor,Café voor fruitlekkernijen
fruit_wholesaler,Fruitgroothandelaar
fruits_wholesaler,Fruitgroothandel
fu_jian_restaurant,Fujianrestaurant
fuel_supplier,Brandstofleverancier
fugu_restaurant,Fugu-restaurant
full_dress_rental_service,Verhuurbedrijf van gelegenheidskleding
full_gospel_church,Volle Evangelie Gemeente
function_room_facility,Multifunctionele ruimte
funeral_celebrant_service,Service voor uitvaartceremonies
funeral_director,Uitvaartondernemer
funeral_home,Uitvaartcentrum
fur_coat_shop,Bontjassenwinkel
fur_manufacturer,Bontfabrikant
fur_service,Bontservice
furnace_parts_supplier,Leverancier van ovenonderdelen
furnace_repair_service,Reparatie van verwarmingsinstallaties
furnace_store,Winkel voor industriële verbrandingsinstallaties
furnished_apartment_building,Gemeubileerd appartementencomplex
furniture_accessories,Meubelaccessoires
furniture_accessories_supplier,Leverancier van meubelaccessoires
furniture_maker,Meubelmakerij
furniture_manufacturer,Meubelfabrikant
furniture_rental_service,Meubelverhuurbedrijf
furniture_repair_shop,Meubelreparateur
furniture_store,Meubelwinkel
furniture_wholesaler,Meubelgroothandel
fusion_restaurant,Fusion-restaurant
futon_store,Futonwinkel
futsal_field,Zaalvoetbalveld
galician_restaurant,Galicisch restaurant
gambling_instructor,Goktrainer
game_store,Spellenwinkel
garage_builder,Garagebouwer
garage_door_supplier,Leverancier van garagedeuren
garbage_collection_service,Vuilnisophaaldienst
garbage_dump,Vuilstortplaats
garden,Tuin
garden_building_retail,Tuingebouwenleverancier
garden_center,Tuincentrum
garden_furniture_store,Winkel voor tuinmeubilair
garden_machinery,Tuinmachineleverancier
gardener,Tuinman
garment_exporter,Kledingexporteur
gas_company,Gasbedrijf
gas_cylinders_supplier,Leverancier van gastanks
gas_installation_service,Gasinstallatiebedrijf
gas_logs_supplier,Leverancier van gasblokken voor open haarden
gas_shop,Gaswinkel
gas_station,Tankstation
gasfitter,Gasfitter
gasket_manufacturer,Pakkingenfabrikant
gastroenterologist,Gastro-enteroloog
gastropub,Gastropub
gated_community,Afgeschermd wooncomplex
gay_and_lesbian_organization,Organisatie voor homoseksuelen
gay_bar,Homobar
gay_night_club,Gaynachtclub
gay_sauna,Homosauna
